Negative_siebert,Neutral_siebert,Positive_siebert,dom_tweet_sent_siebert,total_tweet_count,search_query,coviddomain
0.39,0.0,0.61,Positive,447.0,prisoner of war pow,0
0.5,0.0,0.5,Positive,885.0,kindergarten,0
0.2,0.0,0.8,Positive,177.0,ama lind,0
0.57,0.0,0.43,Negative,49.0,vice-presidential debate,0
0.75,0.0,0.25,Negative,465.0,judge of elections,0
0.78,0.0,0.22,Negative,293.0,partisan,0
0.82,0.0,0.18,Negative,588.0,swine flu,1
0.74,0.0,0.26,Negative,872.0,amy siskind,0
0.69,0.0,0.31,Negative,192.0,presidential election,0
0.42,0.0,0.58,Positive,447.0,fishes,0
0.74,0.0,0.26,Negative,351.0,australian government,0
0.48,0.0,0.52,Positive,381.0,green party canada,0
0.85,0.0,0.15,Negative,418.0,trumpcare,0
0.27,0.0,0.73,Positive,901.0,premium account,0
0.45,0.0,0.55,Positive,928.0,ea sports,0
0.46,0.0,0.54,Positive,859.0,ramdas athavale,0
0.42,0.0,0.58,Positive,859.0,lifeguards,0
0.39,0.0,0.61,Positive,357.0,uno,0
0.36,0.0,0.64,Positive,698.0,family,0
0.64,0.0,0.36,Negative,884.0,jacinda ardern,0
0.42,0.0,0.58,Positive,300.0,chair,0
0.74,0.0,0.26,Negative,483.0,people in general positions of power,0
0.47,0.0,0.53,Positive,333.0,paint,0
0.47,0.0,0.53,Positive,897.0,sombreros,0
0.66,0.0,0.34,Negative,852.0,us president,0
0.76,0.0,0.24,Negative,614.0,china coronavirus,1
0.55,0.0,0.45,Negative,155.0,state,0
0.39,0.0,0.61,Positive,913.0,money heist,0
0.64,0.0,0.36,Negative,371.0,fdr,0
0.75,0.0,0.25,Negative,353.0,government shutdown memes,0
0.39,0.0,0.61,Positive,888.0,bingo,0
0.37,0.0,0.63,Positive,977.0,toiletries,0
0.42,0.0,0.58,Positive,859.0,armed veteran,0
0.53,0.0,0.47,Negative,650.0,mail,0
0.6,0.0,0.4,Negative,491.0,statistics,0
0.56,0.0,0.44,Negative,429.0,white mother,0
0.3,0.0,0.7,Positive,473.0,philippines volcano,0
0.31,0.0,0.69,Positive,334.0,daniels,0
0.49,0.0,0.51,Positive,945.0,bidet,0
0.88,0.0,0.12,Negative,925.0,libtards,0
0.54,0.0,0.46,Negative,223.0,alt-jedi,0
0.67,0.0,0.33,Negative,457.0,nasal swab,0
0.67,0.0,0.33,Negative,234.0,meghan,0
0.48,0.0,0.52,Positive,454.0,pickle rick,0
0.25,0.0,0.75,Positive,629.0,rock,0
0.84,0.0,0.16,Negative,404.0,confederate flag,0
0.2,0.0,0.8,Positive,485.0,brighton pavilion,0
0.6,0.0,0.4,Negative,786.0,corporation,0
0.48,0.0,0.52,Positive,409.0,coyotes,0
0.56,0.0,0.44,Negative,695.0,spanish people,0
0.56,0.0,0.44,Negative,869.0,malaria,0
0.29,0.0,0.71,Positive,900.0,vizag,0
0.62,0.0,0.38,Negative,747.0,bars,0
0.55,0.0,0.45,Negative,746.0,homeschooled kids,0
0.47,0.0,0.53,Positive,835.0,map,0
0.43,0.0,0.57,Positive,945.0,bcci,0
0.29,0.0,0.71,Positive,808.0,greenland,0
0.7,0.0,0.3,Negative,784.0,bandits,0
0.47,0.0,0.53,Positive,937.0,online gamers,0
0.68,0.0,0.32,Negative,903.0,election year,0
0.57,0.0,0.43,Negative,907.0,firemen,0
0.63,0.0,0.37,Negative,684.0,npr,0
0.36,0.0,0.64,Positive,928.0,momos,0
0.61,0.0,0.39,Negative,904.0,bank account,0
0.44,0.0,0.56,Positive,434.0,editorial board,0
0.67,0.0,0.33,Negative,928.0,satanic temple,0
0.64,0.0,0.36,Negative,757.0,coronavirus,1
0.49,0.0,0.51,Positive,189.0,right,0
0.89,0.0,0.11,Negative,410.0,restraining order,0
0.38,0.0,0.62,Positive,178.0,daughter,0
0.56,0.0,0.44,Negative,813.0,second wave of coronavirus,1
0.3,0.0,0.7,Positive,933.0,nadia,0
0.43,0.0,0.57,Positive,961.0,extroverts,0
0.77,0.0,0.23,Negative,432.0,sheldon adelson,0
0.35,0.0,0.65,Positive,438.0,green part,0
0.59,0.0,0.41,Negative,164.0,nurses,0
0.6,0.0,0.4,Negative,362.0,michell obama,0
0.09,0.0,0.91,Positive,865.0,namaste,0
0.56,0.0,0.44,Negative,469.0,jesse jackson,0
0.42,0.0,0.58,Positive,1130.0,bangels,0
0.77,0.0,0.23,Negative,959.0,charlie kirk,0
0.47,0.0,0.53,Positive,369.0,convention,0
0.35,0.0,0.65,Positive,902.0,allah girls,0
0.43,0.0,0.57,Positive,288.0,lgbtq+,0
0.16,0.0,0.84,Positive,881.0,food donation,0
0.29,0.0,0.71,Positive,865.0,galaxy dust,0
0.6,0.0,0.4,Negative,486.0,parties,0
0.72,0.0,0.28,Negative,882.0,china us,1
0.46,0.0,0.54,Positive,328.0,pattinson,0
0.69,0.0,0.31,Negative,874.0,wall cop,0
0.87,0.0,0.13,Negative,637.0,democrats,0
0.59,0.0,0.41,Negative,964.0,teach at home,0
0.32,0.0,0.68,Positive,418.0,the notebook,0
0.28,0.0,0.72,Positive,348.0,red wave redemption,0
0.53,0.0,0.47,Negative,863.0,work from other,0
0.54,0.0,0.46,Negative,523.0,thomas muclair,0
0.78,0.0,0.22,Negative,144.0,geogre soros,0
0.48,0.0,0.52,Positive,785.0,june aiken,0
0.57,0.0,0.43,Negative,824.0,tourist,0
0.57,0.0,0.43,Negative,482.0,earpiece,0
0.87,0.0,0.13,Negative,929.0,donald trump junior,0
0.65,0.0,0.35,Negative,825.0,justice party,0
0.51,0.0,0.49,Negative,912.0,medal of freedom,0
0.43,0.0,0.57,Positive,748.0,homeschool,0
0.73,0.0,0.27,Negative,731.0,covid19 lockdown,1
0.66,0.0,0.34,Negative,446.0,boston tea party,0
0.47,0.0,0.53,Positive,773.0,texas,0
0.71,0.0,0.29,Negative,875.0,bbc news,0
0.7,0.0,0.3,Negative,684.0,covid19 palliative warehouse,1
0.69,0.0,0.31,Negative,666.0,hospital,0
0.42,0.0,0.58,Positive,929.0,jason mamoa,0
0.5,0.0,0.5,Negative,923.0,the simpson's,0
0.87,0.0,0.13,Negative,913.0,guy eating a bat,0
0.77,0.0,0.23,Negative,949.0,swine,0
0.23,0.0,0.77,Positive,990.0,miel con limon,0
0.6,0.0,0.4,Negative,277.0,meat,0
0.25,0.0,0.75,Positive,4.0,george w bush,0
0.3,0.0,0.7,Positive,331.0,fighter,0
0.0,0.0,1.0,Positive,1.0,joe biden new york,0
0.61,0.0,0.39,Negative,367.0,clerks,0
0.33,0.0,0.67,Positive,464.0,david letterman,0
0.18,0.0,0.82,Positive,853.0,varun d,0
0.6,0.0,0.4,Negative,168.0,norton antivirus antivirus,1
0.39,0.0,0.61,Positive,872.0,astronauts,0
0.43,0.0,0.57,Positive,917.0,vicks vaporub,0
0.59,0.0,0.41,Negative,466.0,hunger games districts,0
0.64,0.0,0.36,Negative,480.0,arm fair,0
0.87,0.0,0.13,Negative,341.0,votes for donald trump,0
0.2,0.0,0.8,Positive,455.0,juan bahama,0
0.64,0.0,0.36,Negative,932.0,aliens,0
0.83,0.0,0.17,Negative,493.0,libertard,0
0.79,0.0,0.21,Negative,941.0,hilary clinton,0
0.41,0.0,0.59,Positive,395.0,essay,0
0.76,0.0,0.24,Negative,401.0,election result,0
0.71,0.0,0.29,Negative,269.0,australian governemnt,0
0.36,0.0,0.64,Positive,910.0,hobbies,0
0.68,0.0,0.32,Negative,153.0,military,0
0.28,0.0,0.72,Positive,315.0,cheezeburger,0
0.27,0.0,0.73,Positive,470.0,mama jo,0
0.54,0.0,0.46,Negative,300.0,saddam,0
0.32,0.0,0.68,Positive,933.0,siracha,0
0.32,0.0,0.68,Positive,908.0,automobiles,0
0.27,0.0,0.73,Positive,444.0,stephen king,0
0.36,0.0,0.64,Positive,366.0,mike rowe,0
0.76,0.0,0.24,Negative,835.0,government official,0
0.57,0.0,0.43,Negative,841.0,horse shows,0
0.59,0.0,0.41,Negative,483.0,steel chair,0
0.56,0.0,0.44,Negative,971.0,tissue papers,0
0.53,0.0,0.47,Negative,388.0,cartoons,0
0.53,0.0,0.47,Negative,796.0,op-ed,0
0.8,0.0,0.2,Negative,543.0,chinese communist party ccp ,1
0.33,0.0,0.67,Positive,796.0,berlin,0
0.6,0.0,0.4,Negative,890.0,presidential history,0
0.64,0.0,0.36,Negative,392.0,world health organisation who ,0
0.58,0.0,0.42,Negative,223.0,coronavirus testing,1
0.87,0.0,0.13,Negative,458.0,government politican,0
0.33,0.0,0.67,Positive,266.0,spotify,0
0.55,0.0,0.45,Negative,414.0,co-workers,0
0.28,0.0,0.72,Positive,344.0,amsterdam,0
0.55,0.0,0.45,Negative,934.0,kid,0
0.67,0.0,0.33,Negative,765.0,jehovah's witnesses,0
0.57,0.0,0.43,Negative,336.0,arizona man,0
0.63,0.0,0.37,Negative,895.0,corona vaccine,1
0.76,0.0,0.24,Negative,305.0,scotus,0
0.51,0.0,0.49,Negative,378.0,sting,0
0.23,0.0,0.77,Positive,617.0,tv,0
0.37,0.0,0.63,Positive,970.0,work from home yoga pants,0
0.47,0.0,0.53,Positive,354.0,wallace,0
0.42,0.0,0.58,Positive,468.0,spontaneous order,0
0.77,0.0,0.23,Negative,481.0,libertarian vp,0
0.7,0.0,0.3,Negative,456.0,permission slip,0
0.79,0.0,0.21,Negative,779.0,coronavirus party,1
0.8,0.0,0.2,Negative,653.0,jim jordan,0
0.3,0.0,0.7,Positive,314.0,elvis,0
0.75,0.0,0.25,Negative,389.0,screws,0
0.46,0.0,0.54,Positive,328.0,oven,0
0.84,0.0,0.16,Negative,938.0,the guy who ate bat,0
0.44,0.0,0.56,Positive,785.0,grandma,0
0.36,0.0,0.64,Positive,864.0,cooking,0
1.0,0.0,0.0,Negative,1.0,the president,0
0.57,0.0,0.43,Negative,954.0,sanitising,0
0.78,0.0,0.22,Negative,380.0,mueller,0
0.32,0.0,0.68,Positive,846.0,dholakpur,0
0.63,0.0,0.37,Negative,725.0,nursing home,0
0.87,0.0,0.13,Negative,954.0,china virus,1
0.46,0.0,0.54,Positive,922.0,human papilloma virus,1
0.82,0.0,0.18,Negative,866.0,democratic party 2020,0
0.28,0.0,0.72,Positive,764.0,boys,0
0.6,0.0,0.4,Negative,805.0,2nd wave of coronavirus,1
0.78,0.0,0.22,Negative,916.0,bat soup,0
0.6,0.0,0.4,Negative,561.0,science,0
0.64,0.0,0.36,Negative,776.0,canadians,0
0.55,0.0,0.45,Negative,804.0,hispanic,0
0.67,0.0,0.33,Negative,921.0,tmz news,0
0.63,0.0,0.37,Negative,451.0,western civilization,0
0.26,0.0,0.74,Positive,915.0,dalgona coffee,0
0.7,0.0,0.3,Negative,944.0,covid memes,1
0.35,0.0,0.65,Positive,791.0,science stream,0
0.57,0.0,0.43,Negative,286.0,black lives,0
0.54,0.0,0.46,Negative,347.0,beto,0
0.67,0.0,0.33,Negative,319.0,meghan markle,0
0.78,0.0,0.22,Negative,126.0,us election,0
0.52,0.0,0.48,Negative,338.0,grocery,0
0.71,0.0,0.29,Negative,940.0,karens,0
0.65,0.0,0.35,Negative,689.0,asylum seekers,0
0.5,0.0,0.5,Positive,1197.0,wish.com,0
0.4,0.0,0.6,Positive,559.0,technology,0
0.73,0.0,0.27,Negative,213.0,donald trunmp,0
0.38,0.0,0.62,Positive,718.0,neutron star,0
0.33,0.0,0.67,Positive,831.0,outfit,0
0.8,0.0,0.2,Negative,446.0,non-essential worker,0
0.4,0.0,0.6,Positive,940.0,the hot chick,0
0.66,0.0,0.34,Negative,963.0,arnold party,0
0.29,0.0,0.71,Positive,751.0,thai,0
0.45,0.0,0.55,Positive,865.0,russian scientists,0
0.31,0.0,0.69,Positive,341.0,1993,0
0.21,0.0,0.79,Positive,799.0,kelis rogers,0
0.54,0.0,0.46,Negative,810.0,marriages,0
0.75,0.0,0.25,Negative,932.0,jill stein,1
0.7,0.0,0.3,Negative,275.0,party system,0
0.61,0.0,0.39,Negative,943.0,quaranteen,1
0.39,0.0,0.61,Positive,375.0,minecraft,0
0.69,0.0,0.31,Negative,216.0,amendment,0
0.4,0.0,0.6,Positive,928.0,budweiser,0
0.41,0.0,0.59,Positive,1018.0,spain,0
0.67,0.0,0.33,Negative,886.0,lgbt people,0
0.57,0.0,0.43,Negative,646.0,clothes,0
0.35,0.0,0.65,Positive,455.0,udy,0
0.54,0.0,0.46,Negative,549.0,dr. anthony fauci,0
0.54,0.0,0.46,Negative,388.0,matrix,0
0.54,0.0,0.46,Negative,435.0,fox friends,0
0.78,0.0,0.22,Negative,959.0,kung flu,1
0.64,0.0,0.36,Negative,316.0,tech guy,0
0.63,0.0,0.37,Negative,947.0,hairdressers,0
0.48,0.0,0.52,Positive,928.0,mr stark,0
0.49,0.0,0.51,Positive,718.0,my job,0
0.55,0.0,0.45,Negative,1158.0,gas mask,1
0.61,0.0,0.39,Negative,469.0,shopkeepers,0
0.71,0.0,0.29,Negative,68.0,australian greens,0
0.57,0.0,0.43,Negative,980.0,ibruprofen,0
0.72,0.0,0.28,Negative,373.0,nigel farage,0
0.8,0.0,0.2,Negative,227.0,election votes,0
0.5,0.0,0.5,Negative,835.0,dogs,0
0.36,0.0,0.64,Positive,455.0,mark ruffalo,0
0.37,0.0,0.63,Positive,842.0,captain america civil war,0
0.45,0.0,0.55,Positive,261.0,african american,0
0.4,0.0,0.6,Positive,300.0,business owner,0
0.62,0.0,0.38,Negative,483.0,horcrux,0
0.78,0.0,0.22,Negative,451.0,joe biden’s family,0
0.68,0.0,0.32,Negative,940.0,murders,0
0.5,0.0,0.5,Negative,6.0,alaska state defence force,0
0.71,0.0,0.29,Negative,634.0,slavery,0
0.63,0.0,0.37,Negative,844.0,media house,0
0.6,0.0,0.4,Negative,803.0,britain,0
0.39,0.0,0.61,Positive,452.0,jack daniels,0
0.76,0.0,0.24,Negative,947.0,chinese finger trap,1
0.83,0.0,0.17,Negative,467.0,republian party,0
0.54,0.0,0.46,Negative,453.0,austrian economics,0
0.9,0.0,0.1,Negative,311.0,jake tapper,0
1.0,0.0,0.0,Negative,6.0,lationo immigrants,0
0.43,0.0,0.57,Positive,407.0,ashton kutcher,0
0.69,0.0,0.31,Negative,958.0,h1n1 virus,1
0.33,0.0,0.67,Positive,932.0,maths students,0
0.57,0.0,0.43,Negative,1157.0,russian nurse,0
0.8,0.0,0.2,Negative,368.0,donald trump tweet,0
0.74,0.0,0.26,Negative,695.0,masks,1
0.61,0.0,0.39,Negative,249.0,progressive,0
0.67,0.0,0.33,Negative,772.0,klaus schwab,0
0.57,0.0,0.43,Negative,743.0,symptoms of coronavirus,1
0.44,0.0,0.56,Positive,713.0,finland,0
0.79,0.0,0.21,Negative,397.0,blm movement,0
0.52,0.0,0.48,Negative,852.0,stick,0
0.53,0.0,0.47,Negative,432.0,sanctuary city,0
0.71,0.0,0.29,Negative,933.0,kim-jong un,0
0.86,0.0,0.14,Negative,659.0,nazi party,0
0.92,0.0,0.08,Negative,414.0,snake oil,0
0.42,0.0,0.58,Positive,214.0,market,0
0.58,0.0,0.42,Negative,952.0,engineering people,0
0.54,0.0,0.46,Negative,911.0,principals,0
0.63,0.0,0.37,Negative,650.0,transgender,0
0.77,0.0,0.23,Negative,371.0,gun laws,0
0.58,0.0,0.42,Negative,444.0,nun,0
0.41,0.0,0.59,Positive,263.0,village,1
0.46,0.0,0.54,Positive,458.0,chloe swarbrick,0
0.58,0.0,0.42,Negative,208.0,allies,0
0.67,0.0,0.33,Negative,401.0,crystal meth,0
0.84,0.0,0.16,Negative,648.0,chirs wallace,0
0.79,0.0,0.21,Negative,350.0,libertarians,0
0.61,0.0,0.39,Negative,397.0,franklin graham,0
0.61,0.0,0.39,Negative,847.0,michigan democratic party,0
0.48,0.0,0.52,Positive,867.0,t rexes,0
0.61,0.0,0.39,Negative,399.0,oranges,0
0.79,0.0,0.21,Negative,544.0,police,0
0.78,0.0,0.22,Negative,353.0,two party vote,0
0.49,0.0,0.51,Positive,917.0,dog groomer,0
1.0,0.0,0.0,Negative,1.0,siracha hand sanitizer,1
0.58,0.0,0.42,Negative,329.0,venezuela,0
0.6,0.0,0.4,Negative,467.0,plutonium,0
0.48,0.0,0.52,Positive,412.0,ben jerrys ice cream,0
0.47,0.0,0.53,Positive,790.0,the cure,0
0.75,0.0,0.25,Negative,912.0,communist leader,0
0.82,0.0,0.18,Negative,204.0,mail in ballots,0
0.51,0.0,0.49,Negative,331.0,glasses,0
0.87,0.0,0.13,Negative,251.0,tories,0
0.43,0.0,0.57,Positive,557.0,interview,0
0.8,0.0,0.2,Negative,781.0,russian vaccine,1
0.4,0.0,0.6,Positive,913.0,eminem,0
0.79,0.0,0.21,Negative,448.0,parents of unvaccinated children,1
0.63,0.0,0.37,Negative,846.0,plague outbreaks,0
0.64,0.0,0.36,Negative,373.0,individualism,0
0.68,0.0,0.32,Negative,843.0,blood cough,0
0.59,0.0,0.41,Negative,461.0,tax collectors,0
0.32,0.0,0.68,Positive,792.0,nature,0
0.52,0.0,0.48,Negative,827.0,lysol wipes,0
0.85,0.0,0.15,Negative,849.0,bureaucrats,0
0.44,0.0,0.56,Positive,481.0,skrek,0
0.8,0.0,0.2,Negative,905.0,quarantines,1
0.47,0.0,0.53,Positive,439.0,light bulb,0
0.81,0.0,0.19,Negative,269.0,antifa,0
0.65,0.0,0.35,Negative,390.0,jb pritzer,0
0.76,0.0,0.24,Negative,583.0,toilet,0
0.9,0.0,0.1,Negative,435.0,koch bros,0
0.79,0.0,0.21,Negative,707.0,covid lockdown,1
0.78,0.0,0.22,Negative,422.0,virus,1
0.28,0.0,0.72,Positive,394.0,avengers endgame,0
0.63,0.0,0.37,Negative,342.0,grave,0
0.33,0.0,0.67,Positive,868.0,victoria secrets,0
0.5,0.0,0.5,Positive,307.0,witness,0
0.7,0.0,0.3,Negative,428.0,republican party of iowa,0
0.86,0.0,0.14,Negative,72.0,people complaining about covid 19 quarantine,1
0.8,0.0,0.2,Negative,10.0,demorcatic debate,0
0.69,0.0,0.31,Negative,975.0,covid marshalls,1
0.29,0.0,0.71,Positive,966.0,1989,0
0.6,0.0,0.4,Negative,444.0,illegal cannabis,1
0.53,0.0,0.47,Negative,929.0,hair cuts,0
0.75,0.0,0.25,Negative,374.0,cory bernardi,0
0.92,0.0,0.08,Negative,830.0,republican party healthcare plan,0
0.86,0.0,0.14,Negative,1147.0,chinese outbreak,1
0.4,0.0,0.6,Positive,410.0,sers,0
0.32,0.0,0.68,Positive,927.0,humann,0
0.37,0.0,0.63,Positive,867.0,gotham,0
0.44,0.0,0.56,Positive,315.0,warren,0
0.44,0.0,0.56,Positive,39.0,2020-04-01 00:00:00,0
0.78,0.0,0.22,Negative,474.0,bob woodward,0
0.59,0.0,0.41,Negative,946.0,chest tightness,0
0.39,0.0,0.61,Positive,256.0,chocolate,0
0.75,0.0,0.25,Negative,477.0,mulims,0
0.9,0.0,0.1,Negative,419.0,neo nazi,0
0.37,0.0,0.63,Positive,190.0,arizona,0
0.45,0.0,0.55,Positive,341.0,warehouse,0
0.72,0.0,0.28,Negative,434.0,americans,0
0.73,0.0,0.27,Negative,229.0,capitalist,0
0.51,0.0,0.49,Negative,934.0,work for home,0
0.5,0.0,0.5,Negative,789.0,cuba,0
0.72,0.0,0.28,Negative,532.0,white house,0
0.43,0.0,0.57,Positive,363.0,college students,0
0.71,0.0,0.29,Negative,398.0,green party voters,0
0.85,0.0,0.15,Negative,427.0,muellers report,0
0.35,0.0,0.65,Positive,1104.0,harpic,0
0.5,0.0,0.5,Positive,858.0,porn star,0
0.78,0.0,0.22,Negative,965.0,nixon mask,1
0.84,0.0,0.16,Negative,455.0,rick santorum,0
0.46,0.0,0.54,Positive,873.0,austria,0
0.53,0.0,0.47,Negative,19.0,lbertarian party,0
0.44,0.0,0.56,Positive,1098.0,diego maradona,0
0.78,0.0,0.23,Negative,80.0,air strike codes,0
0.35,0.0,0.65,Positive,878.0,indonesian,0
0.46,0.0,0.54,Positive,931.0,emoji,0
0.35,0.0,0.65,Positive,469.0,charles lewis,0
0.35,0.0,0.65,Positive,356.0,connecticut,0
0.48,0.0,0.52,Positive,927.0,grandchildren,0
0.41,0.0,0.59,Positive,920.0,vitamin gummies,0
1.0,0.0,0.0,Negative,2.0,great old party gop,0
0.69,0.0,0.31,Negative,651.0,flights,0
0.62,0.0,0.38,Negative,242.0,province,0
0.58,0.0,0.42,Negative,423.0,russian billionaire,1
0.45,0.0,0.55,Positive,646.0,work,0
0.47,0.0,0.53,Positive,926.0,april fools day,0
0.81,0.0,0.19,Negative,932.0,clown,0
0.58,0.0,0.42,Negative,860.0,ear pods,0
0.84,0.0,0.16,Negative,376.0,republican policies,0
0.74,0.0,0.26,Negative,433.0,human trafficking ring,0
0.8,0.0,0.2,Negative,666.0,ballots,0
0.59,0.0,0.41,Negative,938.0,family of 6 members,0
0.56,0.0,0.44,Negative,710.0,bills,1
0.55,0.0,0.45,Negative,861.0,flood,0
0.51,0.0,0.49,Negative,707.0,teams,0
0.22,0.0,0.78,Positive,456.0,arianne,0
0.05,0.0,0.95,Positive,1014.0,national suicide prevention lifeline,0
0.37,0.0,0.63,Positive,925.0,work from home memes,0
0.38,0.0,0.62,Positive,938.0,bath salts,0
0.59,0.0,0.41,Negative,911.0,covid19 meme,1
0.52,0.0,0.48,Negative,382.0,courier,0
0.46,0.0,0.54,Positive,840.0,reality tv star,0
0.51,0.0,0.49,Negative,131.0,working from office,0
0.56,0.0,0.44,Negative,470.0,howie hawkins,0
0.87,0.0,0.13,Negative,196.0,corporations,0
0.6,0.0,0.4,Negative,468.0,spray tan,0
0.66,0.0,0.34,Negative,426.0,history teachers,0
0.58,0.0,0.42,Negative,809.0,beijing,0
0.77,0.0,0.23,Negative,750.0,american people,0
0.31,0.0,0.69,Positive,387.0,mario kart,0
0.33,0.0,0.67,Positive,920.0,phillipine,1
0.17,0.0,0.83,Positive,825.0,postcard,0
0.31,0.0,0.69,Positive,944.0,umar akmal,0
0.69,0.0,0.31,Negative,905.0,keith ellison,0
0.75,0.0,0.25,Negative,401.0,kimberly guilfoyle,0
0.75,0.0,0.25,Negative,399.0,donald trump voters,0
0.84,0.0,0.16,Negative,927.0,microscopic virus,1
0.5,0.0,0.5,Negative,4.0,non-covid19 memes,1
0.53,0.0,0.47,Negative,458.0,school,0
0.74,0.0,0.26,Negative,476.0,doorknobs,0
0.72,0.0,0.28,Negative,469.0,dnc convention,0
0.46,0.0,0.54,Positive,951.0,roomate,0
0.65,0.0,0.35,Negative,969.0,chinese kid,1
0.63,0.0,0.37,Negative,908.0,karl marx,0
0.38,0.0,0.62,Positive,616.0,twitter,0
0.67,0.0,0.33,Negative,880.0,covid 20,1
0.37,0.0,0.63,Positive,851.0,prom,0
0.8,0.0,0.2,Negative,255.0,sharia law,0
0.7,0.0,0.3,Negative,455.0,jeffrey dahmer,0
0.49,0.0,0.51,Positive,621.0,bar,0
0.67,0.0,0.33,Negative,354.0,presidential debate meme,0
0.11,0.0,0.89,Positive,850.0,paul laurence,0
0.45,0.0,0.55,Positive,924.0,conference call,0
0.41,0.0,0.59,Positive,179.0,wind,0
0.84,0.0,0.16,Negative,420.0,russian intelligence,0
0.6,0.0,0.4,Negative,430.0,investment banker,0
0.7,0.0,0.3,Negative,829.0,self isolation,0
0.84,0.0,0.16,Negative,447.0,amb chris stevens,0
0.39,0.0,0.61,Positive,787.0,pub,0
0.7,0.0,0.3,Negative,200.0,bad people,0
0.66,0.0,0.34,Negative,316.0,black president,0
0.77,0.0,0.23,Negative,422.0,us politician,0
0.15,0.0,0.85,Positive,425.0,lngerie,0
0.57,0.0,0.43,Negative,348.0,children,0
0.83,0.0,0.17,Negative,453.0,covfefe,0
0.68,0.0,0.33,Negative,160.0,vladirmir putin,0
0.3,0.0,0.7,Positive,462.0,night hawk,0
0.58,0.0,0.42,Negative,242.0,donlad trump,0
0.82,0.0,0.17,Negative,560.0,hate,0
0.8,0.0,0.2,Negative,931.0,val biden,0
0.63,0.0,0.37,Negative,446.0,republican nominee,0
0.16,0.0,0.84,Positive,218.0,thursday,0
0.83,0.0,0.17,Negative,109.0,anri-vaxxers,1
0.72,0.0,0.28,Negative,613.0,taxes,0
0.47,0.0,0.53,Positive,666.0,church,0
1.0,0.0,0.0,Negative,1.0,wuhan bio terror laboratory,1
0.71,0.0,0.29,Negative,346.0,mike lindell,0
0.89,0.0,0.11,Negative,472.0,antifa rioters,0
0.87,0.0,0.13,Negative,467.0,terrorist sleeper cell,0
0.8,0.0,0.2,Negative,771.0,democratic voters,0
0.21,0.0,0.79,Positive,765.0,real estate agent,0
0.44,0.0,0.56,Positive,395.0,party,0
0.32,0.0,0.68,Positive,703.0,recruiter,0
0.8,0.0,0.2,Negative,782.0,thin blue line flag,0
0.87,0.0,0.13,Negative,445.0,death panels,0
0.43,0.0,0.57,Positive,512.0,everyone,0
0.67,0.0,0.33,Negative,323.0,gangs,0
0.7,0.0,0.3,Negative,483.0,intolerence,0
0.42,0.0,0.58,Positive,930.0,darwin award,0
0.87,0.0,0.13,Negative,953.0,cnn reporter,0
0.44,0.0,0.56,Positive,405.0,dank memes,0
0.83,0.0,0.17,Negative,707.0,bill clinton,1
0.3,0.0,0.7,Positive,468.0,dr jo,0
0.39,0.0,0.61,Positive,859.0,introvert,0
0.64,0.0,0.36,Negative,876.0,lysol,0
0.76,0.0,0.24,Negative,370.0,evangelicals,0
0.56,0.0,0.44,Negative,934.0,diseases,0
0.83,0.0,0.17,Negative,995.0,chinavirus,1
0.68,0.0,0.32,Negative,944.0,plague inc,0
0.79,0.0,0.21,Negative,948.0,mainstream media,0
0.68,0.0,0.32,Negative,193.0,blm,0
0.77,0.0,0.23,Negative,823.0,covid patients,1
0.68,0.0,0.32,Negative,225.0,plague inc gods,0
0.46,0.0,0.54,Positive,679.0,tab,0
0.74,0.0,0.26,Negative,174.0,potus,0
0.88,0.0,0.12,Negative,8.0,india lockdown announcement,0
0.32,0.0,0.68,Positive,928.0,heart,0
0.68,0.0,0.32,Negative,354.0,delhi election result,0
0.26,0.0,0.74,Positive,515.0,indian chinese gobi manchurian,1
0.6,0.0,0.4,Negative,911.0,italians,0
0.32,0.0,0.68,Positive,903.0,coloring books,0
0.45,0.0,0.55,Positive,11.0,ramon menon,0
0.61,0.0,0.39,Negative,393.0,labor jobs,0
0.19,0.0,0.81,Positive,427.0,alps,0
0.4,0.0,0.6,Positive,203.0,wilson wilson jr.,0
0.39,0.0,0.61,Positive,939.0,baby yoda,0
0.64,0.0,0.36,Negative,694.0,president,0
0.65,0.0,0.35,Negative,898.0,literate people,0
0.59,0.0,0.41,Negative,916.0,russian ambassador,0
0.7,0.0,0.3,Negative,286.0,unions,0
0.6,0.0,0.4,Negative,864.0,tinder,0
0.32,0.0,0.68,Positive,368.0,dome,0
0.49,0.0,0.51,Positive,960.0,drinking game,0
0.65,0.0,0.35,Negative,946.0,social distance,0
0.69,0.0,0.31,Negative,757.0,social security,0
0.76,0.0,0.24,Negative,936.0,syphilis,0
0.62,0.0,0.38,Negative,630.0,loan,0
0.23,0.0,0.77,Positive,873.0,the cure band,0
0.66,0.0,0.34,Negative,758.0,american politics,0
0.52,0.0,0.48,Negative,455.0,chels,0
0.75,0.0,0.25,Negative,434.0,theresa may,0
0.87,0.0,0.13,Negative,270.0,deplorable,0
0.9,0.0,0.1,Negative,292.0,swinson swindle,0
0.4,0.0,0.6,Positive,607.0,monday,0
0.55,0.0,0.45,Negative,287.0,tweet,0
0.39,0.0,0.61,Positive,403.0,vaccination site,1
0.88,0.0,0.12,Negative,893.0,antifa rioter,0
0.45,0.0,0.55,Positive,675.0,god,0
0.41,0.0,0.59,Positive,862.0,raiders,0
